0,1,2,3,4,5,6,7,8,9,10,11
0.7983273863792419,0.8409531712532043,0.8190644383430481,0.8065481185913086,0.8258854746818542,0.8493927717208862,0.8685821294784546,0.8252812027931213,0.8102589845657349,0.7722527980804443,0.7693341970443726,0.7969887852668762
0.5756103992462158,0.5466532707214355,0.5259296298027039,0.5089311599731445,0.6889157891273499,0.6914436221122742,0.48967015743255615,0.4946674406528473,0.5436631441116333,0.8106886744499207,0.7851458191871643,0.6088578701019287
0.7008116841316223,0.668265700340271,0.6761100888252258,0.6653551459312439,0.7376063466072083,0.6962998509407043,0.6081596612930298,0.7192256450653076,0.8819056749343872,0.8699681162834167,0.780703604221344,0.7844218015670776
0.26026153564453125,0.8209989666938782,0.32563093304634094,0.17865632474422455,0.1365361362695694,0.11829837411642075,0.22521673142910004,0.32442352175712585,0.17911013960838318,0.12392114847898483,0.12587867677211761,0.15119826793670654
0.6679480671882629,0.63286954164505,0.6442840099334717,0.6250692009925842,0.6492566466331482,0.694543719291687,0.7447081208229065,0.7930983901023865,0.6989840865135193,0.713904082775116,0.727816641330719,0.7242171168327332
0.7107800841331482,0.6487307548522949,0.6272929906845093,0.5838605165481567,0.5393539071083069,0.5301098227500916,0.555559515953064,0.5986189842224121,0.655302107334137,0.7739855647087097,0.7815269231796265,0.7703949809074402
0.6532442569732666,0.5736833214759827,0.48144179582595825,0.5610140562057495,0.6881009936332703,0.5718581676483154,0.5712683200836182,0.5595394372940063,0.5988712906837463,0.6677934527397156,0.5589689612388611,0.7033911943435669
0.8360705971717834,0.7467700839042664,0.6679610013961792,0.6720793843269348,0.7447966933250427,0.9902934432029724,0.7142450213432312,0.662077009677887,0.645851194858551,0.6941205859184265,0.6878057718276978,0.7173895239830017
0.9352912902832031,0.9131886959075928,0.8609393239021301,0.7788752913475037,0.7435523271560669,0.7111606001853943,0.6964574456214905,0.738373339176178,0.7846580743789673,0.7770580053329468,0.7890194654464722,0.9041281342506409
0.5618594884872437,0.5787357687950134,0.5486339330673218,0.5433123111724854,0.6049743890762329,0.5485066175460815,0.5218865871429443,0.588373601436615,0.7387387752532959,0.8429383635520935,0.7254344820976257,0.6289135813713074
0.5496954917907715,0.7411410808563232,0.7246049642562866,0.6037557125091553,0.5746532082557678,0.6972079873085022,0.9826794862747192,0.8286824226379395,0.5523671507835388,0.48363491892814636,0.5158507227897644,0.5177949070930481
0.4944249093532562,0.51166170835495,0.6106335520744324,0.7228564023971558,0.8203632831573486,0.8331953287124634,0.8147575855255127,0.7568318843841553,0.6595883965492249,0.6288564205169678,0.5914045572280884,0.5392180681228638
0.8865742683410645,0.8330448865890503,0.7908862233161926,0.750948965549469,0.7528422474861145,0.7623302936553955,0.7860041260719299,0.8257499933242798,0.8483499884605408,0.8514083027839661,0.8628761768341064,0.9057973623275757
0.7508049011230469,0.7490081787109375,0.8875340819358826,0.8229649066925049,0.7880478501319885,0.7028794288635254,0.8380296230316162,0.9461888670921326,0.9128865003585815,0.8960894346237183,0.7974128723144531,0.7500677108764648
0.7040807604789734,0.6446502208709717,0.6610710024833679,0.7291703224182129,0.7783405780792236,0.6440390944480896,0.7756471037864685,0.7823620438575745,0.6556398868560791,0.625295102596283,0.5810459852218628,0.6987420320510864
0.5272092223167419,0.5549346208572388,0.5236185193061829,0.6072831153869629,0.7075248956680298,0.8169592618942261,0.9343993663787842,0.8810641765594482,0.7496281266212463,0.7449278235435486,0.67849200963974,0.5488350987434387
0.7908363938331604,0.8209224939346313,0.8738357424736023,0.779823362827301,0.7245110273361206,0.7573742270469666,0.8281154632568359,0.8231925368309021,0.7955912351608276,0.8393874764442444,0.8113133311271667,0.7408178448677063
0.7980384826660156,0.7759976983070374,0.7846473455429077,0.7921888828277588,0.7843379974365234,0.7727653384208679,0.7868685126304626,0.7970711588859558,0.8175526261329651,0.8560907244682312,0.8447500467300415,0.8254918456077576
0.6511114835739136,0.7484638690948486,0.7061063051223755,0.6651907563209534,0.6422147750854492,0.6487641930580139,0.6812236309051514,0.6825444102287292,0.7188602089881897,0.6567728519439697,0.6348604559898376,0.6595312356948853
0.9030640125274658,0.8501088619232178,0.7047945857048035,0.715457558631897,0.6942732930183411,0.790517270565033,0.7056377530097961,0.6794111728668213,0.6986549496650696,0.7265388369560242,0.8310340642929077,0.8557338714599609
0.8973568081855774,0.8469165563583374,0.8062260150909424,0.7579448819160461,0.7191123962402344,0.7339019179344177,0.7624359130859375,0.792831301689148,0.8173876404762268,0.8474131226539612,0.8664941787719727,0.8827266693115234
0.7243725061416626,0.7960806488990784,0.7581877708435059,0.7672273516654968,0.7914755940437317,0.7422838807106018,0.5494306087493896,0.5460749864578247,0.548223614692688,0.54127037525177,0.5579174160957336,0.5966787338256836
0.5544363260269165,0.6621224284172058,0.6871072053909302,0.619285523891449,0.6453929543495178,0.6024273037910461,0.9898362159729004,0.7082829475402832,0.6281338334083557,0.5746111273765564,0.5768826007843018,0.4617426097393036
0.6637527346611023,0.7051441669464111,0.8356369733810425,0.816301703453064,0.7534814476966858,0.6302663087844849,0.5893659591674805,0.5836017727851868,0.6444308161735535,0.7727488875389099,0.689527153968811,0.6617226600646973
0.6328657269477844,0.688998281955719,0.686248779296875,0.5126197338104248,0.6383897066116333,0.7681788802146912,0.9997447729110718,0.7315930724143982,0.6162393093109131,0.4940282702445984,0.37351787090301514,0.43427109718322754
0.7857534885406494,0.8364644050598145,0.839998185634613,0.8968732357025146,0.7709137797355652,0.6958520412445068,0.7317631244659424,0.6956093907356262,0.6725730299949646,0.6083144545555115,0.5625177025794983,0.6644121408462524
