0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
-82.12358856201172,139.50592041015625,-42.43086624145508,24.82785987854004,-11.620763778686523,23.49708366394043,-12.194589614868164,25.897138595581055,-9.405277252197266,21.210430145263672,-7.368821620941162,14.254338264465332,-8.678699493408203,7.750237941741943,-10.124114990234375,3.2581191062927246,-11.352619171142578,2.800968647003174,-7.046013355255127,3.913313865661621
-15.74400520324707,124.11996459960938,-29.42888069152832,39.44719314575195,-23.50191307067871,16.55081558227539,-21.736818313598633,16.533573150634766,-16.971729278564453,4.483583450317383,-17.3876895904541,0.7371222972869873,-16.289228439331055,5.112148761749268,-10.559231758117676,2.9178738594055176,-10.390848159790039,0.6513002514839172,-10.046337127685547,-1.7834800481796265
-123.3936538696289,15.1819486618042,-50.09333038330078,7.141872406005859,-26.817033767700195,-0.6925032734870911,-8.223074913024902,13.512939453125,-11.38205623626709,19.949352264404297,-11.193458557128906,9.592905044555664,-8.269168853759766,4.591708183288574,-4.116093158721924,-0.1266099363565445,-9.266361236572266,12.864649772644043,-6.768131256103516,0.17970629036426544
-213.27880859375,89.3235855102539,-55.256187438964844,12.632097244262695,-47.77537536621094,14.70290756225586,19.03934097290039,15.974400520324707,-0.3446214199066162,-3.852786064147949,-5.713519096374512,14.502379417419434,7.356251239776611,2.7715094089508057,-12.166412353515625,-7.542644023895264,-1.077181339263916,-8.326868057250977,11.310693740844727,13.05463981628418
-237.92648315429688,135.90245056152344,39.26844024658203,21.240236282348633,9.531328201293945,13.88511848449707,-3.994446039199829,12.481486320495605,-2.6046268939971924,6.070915222167969,2.2383670806884766,4.1749725341796875,-1.903012990951538,2.3077943325042725,-2.660799741744995,-0.6649147868156433,4.498243808746338,3.772043466567993,3.3712642192840576,1.5995864868164062
-250.35833740234375,128.01356506347656,-47.57578659057617,25.628068923950195,-26.70792007446289,13.660259246826172,-4.026623249053955,5.164237022399902,7.805366516113281,10.534707069396973,-6.276586055755615,3.0622875690460205,1.3463549613952637,10.927396774291992,-1.87233567237854,11.119978904724121,-1.5588440895080566,1.337054967880249,-6.041244029998779,0.28369563817977905
-203.97552490234375,83.95813751220703,-66.73027801513672,18.536460876464844,-20.581497192382812,1.9062058925628662,-6.121213912963867,15.7199125289917,-6.93540096282959,11.426916122436523,-5.8307204246521,6.477781295776367,-3.8972249031066895,11.94862174987793,-9.477356910705566,14.071951866149902,-3.104123592376709,5.2037272453308105,-3.4652366638183594,-0.45673781633377075
-55.40055465698242,22.767318725585938,-46.079864501953125,8.980094909667969,-29.806270599365234,22.07793617248535,-22.545787811279297,0.8512560725212097,-23.257722854614258,-1.9646849632263184,-23.241479873657227,3.34834885597229,-18.35755157470703,-0.7906075119972229,-8.003727912902832,3.5172014236450195,-6.015964984893799,9.502482414245605,-2.9558517932891846,14.9213285446167
-110.2291488647461,91.25899505615234,-137.43894958496094,57.104736328125,-42.57589340209961,18.365829467773438,-31.951091766357422,8.053197860717773,-16.543415069580078,-3.269817590713501,-14.399264335632324,2.538663148880005,-2.090153455734253,2.5881824493408203,2.1704962253570557,2.48197078704834,0.4196508824825287,-3.3681445121765137,3.1450624465942383,-4.766718864440918
-337.7600402832031,140.77517700195312,-15.511055946350098,17.615110397338867,8.22065544128418,14.850394248962402,-12.830464363098145,17.52295684814453,-12.018427848815918,5.5578789710998535,-14.806482315063477,2.994652509689331,-12.039107322692871,5.238572597503662,-1.5709154605865479,18.815996170043945,3.6932263374328613,8.523731231689453,-6.972593307495117,-0.7407074570655823
-182.77821350097656,168.22329711914062,19.15673065185547,37.3713493347168,0.7001670002937317,29.758071899414062,2.293525218963623,19.214534759521484,-1.42690110206604,13.530150413513184,-5.852534294128418,12.344305992126465,-1.2350544929504395,10.139304161071777,-5.1300530433654785,3.614583730697632,-6.040218353271484,-8.175287246704102,-7.474782943725586,-10.372832298278809
-178.8086395263672,174.40054321289062,-30.283926010131836,-8.904556274414062,-15.133155822753906,4.703908443450928,-3.852210521697998,17.60157585144043,2.248488187789917,27.616416931152344,6.2292160987854,15.839332580566406,-6.947547912597656,5.098185062408447,-8.898608207702637,3.799572467803955,-4.970737934112549,0.9553879499435425,-6.15853214263916,9.426018714904785
-542.239990234375,21.403486251831055,4.1646928787231445,0.022397568449378014,-3.163203001022339,2.4193379878997803,3.2284884452819824,8.43592643737793,5.838796615600586,7.5576982498168945,5.002622127532959,6.683084011077881,7.08355188369751,6.049049377441406,5.255595684051514,6.320219039916992,5.521511077880859,5.414096832275391,5.0285820960998535,5.678062915802002
-103.05680847167969,164.8461456298828,-15.676580429077148,49.735843658447266,9.312110900878906,17.344043731689453,-21.178794860839844,16.941267013549805,0.37433239817619324,9.673094749450684,-5.40706729888916,12.679769515991211,-6.836291790008545,8.581432342529297,0.5932080745697021,9.925986289978027,-5.3600382804870605,3.254211664199829,2.8016579151153564,6.035125255584717
-192.07228088378906,132.09007263183594,-98.84944152832031,0.677415132522583,-25.435388565063477,-9.677654266357422,-31.58974266052246,-3.2358665466308594,-24.84983253479004,-5.721661567687988,-23.516775131225586,-5.847936153411865,-24.831636428833008,-10.386574745178223,-23.963855743408203,-17.12718963623047,-21.74110984802246,-10.443718910217285,-11.343134880065918,-6.586453914642334
-199.52899169921875,183.66897583007812,-7.142847537994385,10.10798168182373,-11.258211135864258,-0.34833821654319763,-18.189220428466797,14.460936546325684,-19.32291603088379,4.06136417388916,-13.592070579528809,-2.6621298789978027,-23.606029510498047,-15.101530075073242,-17.96084976196289,-4.642257213592529,-15.372467994689941,-2.0277373790740967,-1.082248568534851,0.5231846570968628
